1  0.0977293587134
2  0.0778562592282
3  0.0661239474839
4  0.0560676802746
5  0.050760205914
6  0.0467696236881
7  0.043377628796
8  0.038908176703
9  0.0338002314538
10  0.031525599585
11  0.030767388962
12  0.0259786902909
13  0.0255397262461
14  0.0248214214454
15  0.0221876371763
16  0.0207111217527
17  0.0200726285965
18  0.0198730994852
19  0.0171195977493
20  0.0164411987709
21  0.0158825172593
22  0.0153238357476
23  0.013528073746
24  0.0121313699669
25  0.0132886388124
26  0.0113332535217
27  0.00997645556487
28  0.00973702063131
29  0.00981683227583
30  0.00957739734227
31  0.00734267129574
32  0.00774172951834
33  0.00638493156151
34  0.00662436649507
35  0.00646474320603
36  0.00594596751666
37  0.00538728600503
38  0.0044295462708
39  0.00454926373758
40  0.00415020551498
41  0.00391077058143
42  0.00363142982561
43  0.00323237160302
44  0.00307274831398
45  0.00243425515783
46  0.00219482022427
47  0.00239434933557
48  0.00203519693523
49  0.00191547946845
50  0.00179576200168
51  0.00179576200168
52  0.00155632706812
53  0.0012769863123
54  0.00135679795682
55  0.0014765154236
56  0.00123708049004
57  0.00131689213456
58  0.00139670377908
59  0.000917833911968
60  0.000558681511633
61  0.000399058222595
62  0.000638493156151
63  0.000917833911968
64  0.000678398978411
65  0.000678398978411
66  0.000598587333892
67  0.000558681511633
68  0.000399058222595
69  0.000518775689373
70  0.000558681511633
71  0.000518775689373
72  0.000239434933557
73  0.000438964044854
74  0.000279340755816
75  0.000319246578076
76  0.000159623289038
77  0.000319246578076
78  0.000279340755816
79  0.000239434933557
80  0.000199529111297
81  0.000199529111297
82  0.000199529111297
83  0.000239434933557
84  0.000159623289038
85  0.000119717466778
86  0.000199529111297
87  3.99058222595e-05
88  0.000119717466778
89  0.000159623289038
90  0.000199529111297
91  7.98116445189e-05
92  3.99058222595e-05
93  0.000159623289038
94  3.99058222595e-05
95  0.000119717466778
96  0.000119717466778
97  7.98116445189e-05
98  3.99058222595e-05
99  0.000159623289038
100  3.99058222595e-05
101  7.98116445189e-05
102  3.99058222595e-05
103  3.99058222595e-05
104  0.000159623289038
106  0.000159623289038
107  3.99058222595e-05
108  7.98116445189e-05
109  7.98116445189e-05
112  3.99058222595e-05
115  7.98116445189e-05
120  7.98116445189e-05
121  0.000159623289038
122  7.98116445189e-05
123  3.99058222595e-05
124  3.99058222595e-05
125  3.99058222595e-05
126  7.98116445189e-05
134  0.000119717466778
135  3.99058222595e-05
136  3.99058222595e-05
139  3.99058222595e-05
142  3.99058222595e-05
143  3.99058222595e-05
146  3.99058222595e-05
149  3.99058222595e-05
154  0.000119717466778
156  3.99058222595e-05
157  3.99058222595e-05
158  3.99058222595e-05
159  3.99058222595e-05
160  3.99058222595e-05
165  3.99058222595e-05
167  3.99058222595e-05
169  3.99058222595e-05
170  3.99058222595e-05
175  3.99058222595e-05
177  3.99058222595e-05
180  3.99058222595e-05
181  3.99058222595e-05
198  3.99058222595e-05
200  3.99058222595e-05
201  3.99058222595e-05
207  3.99058222595e-05
211  3.99058222595e-05
212  3.99058222595e-05
214  3.99058222595e-05
216  3.99058222595e-05
226  3.99058222595e-05
246  3.99058222595e-05
263  3.99058222595e-05
274  3.99058222595e-05
289  3.99058222595e-05
302  3.99058222595e-05
359  3.99058222595e-05
562  3.99058222595e-05
